"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"svmRadial";0,625;0;0,405936384007944;0,812007071803998;0,625;0,589844664946385;0,00766076113517949;0;1;NA;0,625;NA;0;NA;0,375;0;0;0,5
"svmPoly";0,708333333333333;0,363636363636364;0,489052186142167;0,873847911476309;0,625;0,267614341637454;1;0,555555555555556;0,8;0,625;0,75;0,625;0,555555555555556;0,588235294117647;0,375;0,208333333333333;0,333333333333333;0,677777777777778
"svmLinear";0,666666666666667;0,219512195121951;0,446780384340352;0,843697714290865;0,625;0,423532240012743;0,288844366346485;0,333333333333333;0,866666666666667;0,6;0,68421052631579;0,6;0,333333333333333;0,428571428571429;0,375;0,125;0,208333333333333;0,6
"voomDLDA";0,833333333333333;0,659574468085106;0,626158286511317;0,952646373392743;0,625;0,0243483319413433;0,617075077451974;0,888888888888889;0,8;0,727272727272727;0,923076923076923;0,727272727272727;0,888888888888889;0,8;0,375;0,333333333333333;0,458333333333333;0,844444444444444
"voomDQDA";0,875;0,739130434782609;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,888888888888889;0,866666666666667;0,8;0,928571428571428;0,8;0,888888888888889;0,842105263157895;0,375;0,333333333333333;0,416666666666667;0,877777777777778
"voomNSC";0,708333333333333;0,44;0,489052186142167;0,873847911476309;0,625;0,267614341637454;0,130570018115737;0,888888888888889;0,6;0,571428571428572;0,9;0,571428571428571;0,888888888888889;0,695652173913043;0,375;0,333333333333333;0,583333333333333;0,744444444444444
"PLDA";0,875;0,739130434782609;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,888888888888889;0,866666666666667;0,8;0,928571428571428;0,8;0,888888888888889;0,842105263157895;0,375;0,333333333333333;0,416666666666667;0,877777777777778
"PLDA2";0,875;0,739130434782609;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,888888888888889;0,866666666666667;0,8;0,928571428571428;0,8;0,888888888888889;0,842105263157895;0,375;0,333333333333333;0,416666666666667;0,877777777777778
"NBLDA";0,875;0,739130434782609;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,888888888888889;0,866666666666667;0,8;0,928571428571428;0,8;0,888888888888889;0,842105263157895;0,375;0,333333333333333;0,416666666666667;0,877777777777778
"sparseLDA";0,625;0;0,405936384007944;0,812007071803998;0,625;0,589844664946385;0,00766076113517949;0;1;NA;0,625;NA;0;NA;0,375;0;0;0,5
